account_id,account_age_days,monthly_txn_count,avg_txn_amount,inward_txn_count,outward_txn_count,inward_amount,outward_amount,unique_senders,unique_receivers,cash_withdrawal_count,rapid_transfer_count,night_txn_ratio,new_beneficiary_count,geo_change_count,failed_login_count,device_change_count,balance_velocity,label
ACC02476,1159,56,2486.78,20,36,57538.85,94418.48,2,34,2,0,0.0446,1,1,0,2,0.5318,0
ACC02477,859,130,1355.77,64,66,114858.22,82265.44,31,33,2,3,0.1118,2,1,1,2,0.1111,0
ACC02478,779,66,4172.72,27,39,91484.94,121738.18,10,16,0,4,0.1383,0,1,1,0,0.307,0
ACC02479,54,152,13912.06,116,36,1697794.7,582286.15,88,36,17,60,0.371,18,11,4,2,0.9632,1
ACC02480,353,73,1528.85,36,37,46114.43,47234.48,12,29,2,4,0.0276,1,0,2,2,0.2412,0
ACC02481,491,90,3342.97,55,35,232381.37,136482.08,30,15,1,1,0.0323,3,0,2,0,0.4487,0
ACC02482,293,124,1091.45,70,54,60485.89,52836.26,37,21,6,4,0.0147,0,1,0,0,0.1896,0
ACC02483,1445,31,8060.87,12,19,74112.36,186204.85,8,8,2,2,0.0161,4,0,0,0,0.1274,0
ACC02484,1082,81,2456.89,47,34,149388.87,87064.6,17,15,7,4,0.1091,1,1,2,0,0.3674,0
ACC02485,590,17,3735.05,6,11,22398.66,49180.73,2,2,1,2,0.0022,3,0,1,0,0.2016,0
ACC02486,2280,70,4582.74,45,25,210669.56,106168.04,13,8,2,1,0.0142,1,3,0,0,0.5301,0
ACC02487,1303,22,2588.04,8,14,25170.28,45867.72,4,2,3,0,0.0382,2,0,0,1,0.4316,0
ACC02488,1070,30,1068.05,11,19,14175.37,18028.85,2,12,2,0,0.0397,0,1,2,0,0.4384,0
ACC02489,172,144,15196.67,90,54,1406446.79,868941.01,87,46,8,56,0.323,29,4,5,3,0.6955,1
ACC02490,907,49,3433.44,19,30,53419.13,133548.57,11,15,1,0,0.0386,1,0,1,1,0.2837,0
ACC02491,790,66,1195.97,26,40,24716.94,37806.44,9,25,2,3,0.1647,2,0,3,0,0.185,0
ACC02492,792,153,1154.63,90,63,79190.46,76286.14,38,27,3,5,0.0681,2,1,2,0,0.2854,0
ACC02493,672,31,5551.28,17,14,91665.74,100642.47,9,5,4,1,0.0314,2,2,1,0,0.406,0
ACC02494,1180,49,4355.7,31,18,122533.58,66382.15,22,16,2,2,0.0324,1,0,0,0,0.3567,0
ACC02495,1655,18,4672.11,7,11,36587.27,61017.91,7,6,0,4,0.0291,2,0,2,0,0.2667,0
ACC02496,128,81,23559.88,43,38,930403.72,949814.33,32,38,13,38,0.5555,31,7,12,3,0.9384,1
ACC02497,91,312,12953.07,189,123,2510773.86,1895970.15,167,123,19,109,0.2719,19,8,7,3,0.8975,1
ACC02498,119,347,15911.8,216,131,3616732.82,2132675.77,176,114,20,139,0.487,26,6,5,4,0.6139,1
ACC02499,296,447,16168.78,333,114,6246335.1,2079952.61,281,105,10,158,0.2152,29,6,3,3,0.9038,1
ACC02500,154,285,7974.44,207,78,1587522.03,616142.28,186,55,12,115,0.3387,27,10,7,1,0.9091,1
ACC02501,663,45,1366.1,26,19,28965.9,29942.09,11,5,1,3,0.0276,2,1,3,0,0.1637,0
ACC02502,166,257,17872.86,148,109,2874192.5,2193687.41,148,93,17,92,0.4229,17,6,5,4,0.8374,1
ACC02503,1589,26,4632.27,14,12,80081.48,50518.94,4,9,1,3,0.0531,1,3,0,0,0.1522,0
ACC02504,139,321,22262.07,218,103,4839272.73,2134326.39,195,86,18,131,0.355,26,3,8,2,0.9493,1
ACC02505,429,90,1280.73,33,57,43891.1,90296.54,17,35,1,2,0.0951,2,0,1,0,0.405,0
ACC02506,156,370,5880.38,283,87,1807010.62,543521.79,239,55,15,141,0.3385,19,5,3,3,0.8703,1
ACC02507,182,306,22513.52,156,150,4276199.25,3774849.53,103,131,14,107,0.5306,23,8,5,6,0.7551,1
ACC02508,526,34,2191.98,18,16,43735.91,28315.0,14,6,1,2,0.031,2,0,0,0,0.2994,0
ACC02509,30,381,27566.22,295,86,8668631.2,2067580.82,256,59,14,150,0.3202,29,6,1,5,0.8686,1
ACC02510,551,49,3076.43,29,20,116045.87,56196.12,18,10,3,0,0.0999,0,0,1,2,0.2103,0
ACC02511,98,54,7856.14,31,23,228735.18,200011.79,15,23,11,19,0.3713,27,9,8,1,0.8775,1
ACC02512,532,89,2114.2,53,36,147921.38,90707.68,21,21,0,5,0.0727,3,0,2,0,0.287,0
ACC02513,735,13,2804.2,7,6,16034.41,14773.73,2,2,1,1,0.0753,2,0,0,1,0.1761,0
ACC02514,705,26,1657.79,14,12,25153.61,14107.01,9,2,5,2,0.0471,1,0,1,1,0.1691,0
ACC02515,1090,55,6188.9,33,22,252448.85,106785.68,8,9,3,2,0.0562,2,0,0,1,0.2933,0
ACC02516,712,110,1840.05,58,52,132591.85,86977.53,20,31,3,2,0.0497,2,1,2,0,0.1146,0
ACC02517,959,25,3246.09,16,9,47997.68,28099.17,5,5,4,1,0.0695,0,1,1,0,0.3798,0
ACC02518,1002,40,2389.68,21,19,52014.58,42654.53,6,6,4,1,0.0536,1,1,3,0,0.1058,0
ACC02519,2289,71,1600.36,45,26,68802.59,51702.02,20,4,5,0,0.0225,1,0,2,0,0.2414,0
ACC02520,510,53,901.06,29,24,21362.2,17160.53,11,9,1,2,0.0346,0,1,0,1,0.2038,0
ACC02521,563,25,4869.03,12,13,45703.01,72998.45,2,3,0,5,0.0842,2,0,1,1,0.1557,0
ACC02522,128,110,1503.95,66,44,85890.8,79279.79,38,18,1,1,0.0435,1,1,1,0,0.1334,0
ACC02523,1136,17,3739.19,9,8,45034.46,21591.53,2,4,4,2,0.0224,2,2,0,0,0.2537,0
ACC02524,1100,15,825.96,8,7,5874.81,7191.58,2,7,3,1,0.0668,1,0,1,1,0.3821,0
ACC02525,981,136,2204.02,80,56,132388.99,94502.37,40,34,1,3,0.0146,0,1,0,0,0.1286,0
ACC02526,160,563,13418.35,382,181,5392258.23,2461838.94,335,156,18,196,0.3013,26,4,5,4,0.7867,1
ACC02527,56,104,29023.83,80,24,2075005.87,815669.66,80,24,15,47,0.3759,27,8,5,3,0.9601,1
ACC02528,61,197,17328.36,129,68,2480510.62,1279711.64,120,68,11,76,0.5208,29,3,6,3,0.9868,1
ACC02529,1254,89,1443.56,48,41,54831.89,54185.16,18,16,4,2,0.0271,2,0,0,1,0.3129,0
ACC02530,1138,62,1611.72,24,38,34625.38,74440.21,6,21,4,0,0.0103,3,1,0,0,0.1048,0
ACC02531,980,81,1647.3,42,39,83211.68,51952.56,14,26,2,0,0.0662,0,0,0,3,0.4233,0
ACC02532,2023,32,1442.35,15,17,25693.69,26501.07,9,7,2,3,0.0063,2,1,0,1,0.3181,0
ACC02533,49,356,20456.77,213,143,4614852.16,3087513.14,160,135,15,130,0.2988,34,12,6,6,0.7631,1
ACC02534,1263,24,2942.3,13,11,41324.45,26892.58,4,6,0,1,0.0149,1,0,0,0,0.4471,0
ACC02535,658,52,635.04,26,26,17399.59,15952.99,4,8,0,2,0.0281,1,0,0,1,0.1407,0
ACC02536,67,171,17377.91,109,62,1863300.59,1086521.09,106,57,20,70,0.5394,27,8,4,2,0.8464,1
ACC02537,384,56,1480.33,32,24,44999.4,36868.53,13,6,3,3,0.0494,1,0,0,0,0.1981,0
ACC02538,1208,44,5368.71,20,24,128357.07,92075.71,6,16,3,3,0.0329,3,1,2,0,0.3311,0
ACC02539,747,55,6373.86,33,22,189365.6,134655.42,14,9,1,0,0.0703,0,2,1,1,0.1799,0
ACC02540,1792,50,1505.93,30,20,49172.35,37811.34,18,11,1,1,0.0411,2,1,3,0,0.0876,0
ACC02541,661,35,1533.99,19,16,36775.32,23189.45,2,9,3,2,0.0269,0,0,1,1,0.2947,0
ACC02542,339,28,1094.75,12,16,17517.41,16963.93,2,8,0,4,0.0452,3,0,0,0,0.306,0
ACC02543,214,157,19681.59,113,44,2165450.52,1026350.61,68,44,10,61,0.4312,23,6,6,6,0.8534,1
ACC02544,892,82,6175.66,34,48,236583.42,287299.89,10,29,3,0,0.0242,1,1,0,0,0.2666,0
ACC02545,55,150,12293.19,116,34,1709768.75,515135.0,85,12,6,59,0.1895,30,6,7,1,0.9083,1
ACC02546,3692,22,1381.69,7,15,9107.17,15237.71,7,5,1,3,0.0452,1,0,1,0,0.2959,0
ACC02547,610,39,1792.84,15,24,21393.07,36465.27,6,11,4,0,0.1611,1,1,3,1,0.0674,0
ACC02548,366,69,7200.73,28,41,264974.84,315449.09,6,17,2,2,0.0986,2,0,2,0,0.4775,0
ACC02549,544,51,2005.12,29,22,62106.69,54557.59,13,13,0,2,0.0399,2,0,1,0,0.2127,0
ACC02550,55,257,16637.03,171,86,3379295.27,1381512.48,120,77,16,95,0.5845,30,3,6,8,0.9101,1
ACC02551,526,163,2977.38,74,89,248132.56,259553.31,27,46,4,6,0.0523,1,0,2,1,0.3672,0
ACC02552,486,35,1735.74,16,19,32802.51,24750.33,5,16,3,3,0.0438,0,0,1,1,0.1663,0
ACC02553,88,204,20969.79,123,81,2604983.65,2072959.78,96,61,15,90,0.3931,29,3,5,4,0.8835,1
ACC02554,1356,19,9619.63,9,10,88662.12,84943.51,9,2,0,0,0.0426,2,0,5,0,0.4072,0
ACC02555,199,251,6676.93,194,57,1440783.16,459699.25,192,57,12,90,0.3333,29,15,5,4,0.7882,1
ACC02556,1476,51,2307.88,30,21,72357.86,44711.92,14,10,4,2,0.0059,3,0,2,1,0.4172,0
ACC02557,16,168,7017.18,128,40,910025.41,269699.55,108,37,15,63,0.2771,30,5,3,4,0.9192,1
ACC02558,48,81,7958.99,43,38,401517.49,343519.12,30,31,12,27,0.6222,20,8,8,3,0.9187,1
ACC02559,1118,27,1518.82,13,14,26015.85,24092.94,13,12,3,1,0.0196,1,1,1,0,0.2869,0
ACC02560,53,206,11876.0,128,78,1598224.68,800894.88,111,70,17,73,0.4366,27,4,4,1,0.838,1
ACC02561,659,36,496.61,14,22,7750.52,13186.4,8,16,1,2,0.0615,1,0,0,0,0.3209,0
ACC02562,1858,53,3357.89,32,21,83823.21,56871.42,15,7,2,3,0.0393,1,2,3,0,0.3845,0
ACC02563,1363,72,3660.19,41,31,180354.22,137752.88,15,19,3,2,0.0164,2,0,0,0,0.369,0
ACC02564,648,71,1218.35,44,27,69767.19,28132.52,19,12,4,2,0.0192,0,1,0,0,0.2711,0
ACC02565,772,110,1599.39,43,67,65006.28,129750.08,23,30,3,2,0.0863,3,0,2,1,0.1241,0
ACC02566,2677,40,3368.9,21,19,66159.28,46509.36,2,8,2,3,0.0046,0,1,2,1,0.0493,0
ACC02567,538,52,3622.11,31,21,147641.66,70309.2,4,13,1,2,0.0366,1,2,0,1,0.5175,0
ACC02568,80,156,14150.28,106,50,1774138.96,658547.19,97,40,18,72,0.2309,27,3,6,4,0.887,1
ACC02569,3401,56,1335.34,30,26,43687.24,39225.08,11,6,2,2,0.0532,3,1,1,0,0.2686,0
ACC02570,1477,41,525.49,22,19,14832.23,7325.03,4,7,1,1,0.0074,1,0,1,0,0.2873,0
ACC02571,196,90,7825.47,54,36,505415.29,348985.41,50,36,11,47,0.4879,23,5,10,6,0.9342,1
ACC02572,51,183,36987.39,140,43,5465229.7,1444258.3,115,33,25,65,0.5526,18,7,3,3,0.7386,1
ACC02573,314,25,1803.67,14,11,28110.73,22067.29,11,2,1,2,0.0413,2,0,4,0,0.1617,0
ACC02574,2066,34,5739.85,21,13,142092.35,79449.47,6,8,0,2,0.0196,2,0,3,1,0.3064,0
ACC02575,97,230,5807.82,116,114,681699.22,584512.59,81,81,14,84,0.6799,13,8,7,4,0.9154,1
ACC02576,1206,29,4638.73,15,14,65540.58,66534.49,6,14,3,2,0.027,0,1,2,1,0.4687,0
ACC02577,1070,55,1356.04,32,23,57109.33,28952.12,12,17,2,2,0.0242,2,1,1,0,0.2333,0
ACC02578,408,42,2025.54,17,25,35501.85,38089.92,13,14,2,4,0.0083,2,0,2,1,0.1973,0
ACC02579,250,352,9009.89,224,128,2442316.34,1424993.02,206,128,18,129,0.4091,24,6,6,8,0.9274,1
ACC02580,820,53,2332.15,21,32,49881.13,90174.39,11,18,1,0,0.0425,3,0,3,1,0.1608,0
ACC02581,932,34,3236.54,15,19,39982.65,78586.28,15,4,0,0,0.0154,0,1,4,0,0.1779,0
ACC02582,1410,75,4997.63,39,36,212938.36,152018.2,10,14,3,4,0.0391,1,0,0,0,0.1388,0
ACC02583,718,26,1442.11,10,16,12934.76,25443.8,4,15,2,0,0.0772,0,0,2,0,0.0628,0
ACC02584,149,627,14497.81,317,310,4154271.04,4046714.76,269,275,12,246,0.3971,20,7,5,5,0.8382,1
ACC02585,1341,19,6934.5,8,11,49059.94,69886.17,3,11,2,2,0.0516,0,0,2,0,0.1921,0
ACC02586,121,143,41511.32,102,41,4636879.05,1912828.29,99,41,14,58,0.2921,27,6,4,5,0.9038,1
ACC02587,382,198,9984.26,122,76,1334268.67,820753.5,116,53,18,67,0.374,23,7,4,2,0.8836,1
ACC02588,1830,37,1071.61,18,19,15733.91,14863.21,17,9,1,2,0.0313,3,1,3,0,0.2217,0
ACC02589,59,419,21281.27,215,204,4098911.28,4340208.79,181,170,12,168,0.3265,20,5,4,4,0.7733,1
ACC02590,331,64,1501.42,23,41,33606.27,59734.54,3,27,1,3,0.0224,0,0,0,1,0.191,0
ACC02591,2586,38,10267.05,22,16,183199.86,138131.55,18,4,2,3,0.059,3,0,2,0,0.1744,0
ACC02592,1094,16,1915.82,8,8,19722.16,14836.61,2,2,2,3,0.0708,0,0,1,0,0.1856,0
ACC02593,482,165,28145.4,128,37,3809707.21,936567.33,94,23,10,62,0.4995,28,8,3,2,0.8092,1
ACC02594,911,139,10888.3,81,58,890665.51,640959.16,53,35,13,54,0.3822,24,5,3,8,0.9513,1
ACC02595,477,77,6545.12,27,50,225031.58,282907.91,11,27,1,4,0.0454,2,1,2,2,0.2481,0
ACC02596,121,784,15959.92,580,204,8046341.0,3506693.85,529,200,14,271,0.2314,24,5,5,7,0.7983,1
ACC02597,1357,26,1692.85,11,15,23174.62,27952.02,9,7,2,0,0.0179,6,0,1,0,0.1388,0
ACC02598,766,18,2134.43,7,11,12629.72,29875.0,5,2,3,1,0.1167,0,1,1,0,0.4381,0
ACC02599,906,198,1228.59,95,103,125567.28,146730.33,46,59,2,2,0.0369,0,1,1,2,0.4358,0
ACC02600,1853,30,2758.26,18,12,38276.26,40418.02,2,2,3,5,0.0577,4,1,0,0,0.1733,0
ACC02601,62,323,24210.56,227,96,5667865.41,2050327.25,177,94,14,131,0.2237,29,5,5,6,0.7469,1
ACC02602,118,298,8563.93,234,64,2320081.23,532942.57,213,40,16,107,0.3839,25,6,4,5,0.8883,1
ACC02603,496,38,2457.7,17,21,47454.1,40516.6,2,17,5,2,0.0284,2,1,1,1,0.2656,0
ACC02604,88,446,12893.55,352,94,4256829.3,1077974.43,279,81,20,171,0.4072,20,1,3,7,0.6053,1
ACC02605,753,49,6293.01,17,32,117147.33,230788.05,10,28,0,1,0.0592,3,1,0,0,0.368,0
ACC02606,338,835,5372.14,543,292,2911953.71,1525361.6,465,248,15,343,0.4516,25,7,7,4,0.8486,1
ACC02607,2280,26,3229.62,9,17,33137.65,53128.3,2,8,2,2,0.0188,2,0,1,0,0.1939,0
ACC02608,577,18,1824.47,10,8,15784.51,10815.67,10,2,0,2,0.0442,0,0,4,1,0.2469,0
ACC02609,146,239,12570.98,160,79,1989827.11,997444.06,160,70,20,92,0.5477,18,4,5,3,0.97,1
ACC02610,363,570,8347.02,381,189,3796827.83,1955260.46,319,166,17,205,0.3925,27,3,2,3,0.8929,1
ACC02611,213,192,11899.51,152,40,2040254.93,552201.85,122,31,14,78,0.4357,29,5,8,2,0.4826,1
ACC02612,713,33,2535.69,19,14,43909.65,40248.1,12,13,2,1,0.0619,1,2,0,1,0.2673,0
ACC02613,1727,64,1094.34,39,25,32575.66,31356.93,20,19,2,3,0.0614,2,0,0,0,0.3069,0
ACC02614,106,490,12885.28,253,237,3850811.49,2705614.83,187,237,18,189,0.439,24,5,6,3,0.9187,1
ACC02615,222,353,10863.63,207,146,2488488.25,1808051.9,169,141,8,115,0.3299,24,3,9,2,0.6743,1
ACC02616,226,235,16319.62,177,58,3547362.18,1163177.26,170,45,10,92,0.5111,30,5,5,3,0.8865,1
ACC02617,797,60,1795.6,35,25,69589.02,42773.79,17,19,2,4,0.0128,1,1,4,1,0.3793,0
ACC02618,420,30,4061.54,15,15,61291.4,54866.1,5,7,2,3,0.0509,0,1,0,0,0.1162,0
ACC02619,2929,87,1523.51,42,45,67216.67,85628.89,13,29,1,1,0.0867,1,0,0,2,0.3209,0
ACC02620,1803,143,2757.47,78,65,274086.75,183797.63,30,41,4,0,0.0213,1,1,1,0,0.2675,0
ACC02621,200,43,1683.59,21,22,41164.27,45366.37,7,10,2,3,0.0147,1,1,2,0,0.2685,0
ACC02622,1295,30,4482.08,11,19,54462.04,94008.11,8,7,2,1,0.0655,3,0,1,1,0.199,0
ACC02623,1294,48,769.71,24,24,14542.66,15653.45,6,9,2,3,0.022,2,0,1,0,0.2732,0
ACC02624,2472,46,1994.02,16,30,34473.8,48236.3,6,21,2,1,0.0986,0,1,3,0,0.2922,0
ACC02625,538,28,1692.78,16,12,31768.83,15681.21,6,10,0,1,0.0751,3,1,0,2,0.4003,0
ACC02626,611,116,2694.32,70,46,229716.42,102519.63,31,23,0,2,0.0389,1,0,1,1,0.3965,0
ACC02627,234,223,5557.7,115,108,575464.23,745587.33,78,94,8,78,0.4226,27,9,9,5,0.7928,1
ACC02628,1335,42,920.92,21,21,24211.2,14273.83,4,13,1,1,0.0304,1,1,1,0,0.2191,0
ACC02629,59,517,28157.76,401,116,10097737.65,3750377.4,354,116,15,211,0.5375,17,3,6,2,0.8348,1
ACC02630,3593,86,1338.03,50,36,79210.8,52745.11,31,32,3,2,0.0578,2,1,2,1,0.2283,0
ACC02631,180,74,2657.08,25,49,60953.31,154211.32,9,24,1,1,0.0967,2,1,1,0,0.3174,0
ACC02632,431,28,1524.3,11,17,20969.03,23295.21,10,3,2,2,0.0236,0,0,0,4,0.2625,0
ACC02633,1123,49,1689.2,20,29,29761.91,38045.48,9,16,1,1,0.0235,0,0,0,0,0.319,0
ACC02634,775,24,726.07,15,9,9929.9,7966.31,6,2,3,2,0.0378,1,0,1,0,0.3303,0
ACC02635,2451,22,2248.82,10,12,17150.16,24311.34,2,6,2,2,0.0673,3,0,1,0,0.1424,0
ACC02636,2236,77,2475.28,32,45,60679.92,119597.27,7,17,2,3,0.0934,3,1,2,0,0.2549,0
ACC02637,782,36,2591.84,22,14,58538.12,34964.64,2,10,1,3,0.1694,1,0,0,0,0.3574,0
ACC02638,326,42,2886.18,15,27,35042.9,65391.45,4,18,3,4,0.0425,2,0,1,1,0.45,0
ACC02639,866,101,4787.31,43,58,174123.08,280884.04,17,31,0,2,0.0637,0,0,2,0,0.1154,0
ACC02640,129,241,41488.28,141,100,6011932.24,3626246.77,122,100,22,94,0.4178,36,6,9,1,0.9032,1
ACC02641,2174,38,3081.62,16,22,51811.89,55751.19,6,6,3,0,0.0145,4,0,1,0,0.2386,0
ACC02642,693,32,7680.28,15,17,104733.72,129027.78,11,6,0,2,0.0545,4,0,1,1,0.2522,0
ACC02643,243,42,2122.11,17,25,41504.12,58122.07,5,4,2,3,0.0418,0,0,1,2,0.1301,0
ACC02644,688,174,23196.83,112,62,2269791.96,1568832.22,94,62,16,73,0.3517,25,6,7,5,0.8003,1
ACC02645,92,575,4990.0,378,197,1678659.17,898340.34,292,192,11,211,0.571,39,8,3,4,0.9614,1
ACC02646,1357,62,862.0,32,30,28569.61,24557.04,21,7,4,1,0.0464,2,0,0,0,0.2407,0
ACC02647,34,208,17466.09,117,91,2020981.01,1664201.14,86,79,13,85,0.3853,22,7,8,3,0.887,1
ACC02648,878,48,2614.59,30,18,76293.78,49534.02,11,6,0,2,0.036,3,0,1,0,0.1623,0
ACC02649,1104,116,1779.15,47,69,65648.7,128126.61,22,31,2,4,0.0366,4,1,2,0,0.1918,0
ACC02650,1585,75,1543.54,33,42,68208.25,52047.57,18,17,1,1,0.0328,1,3,3,3,0.2955,0
ACC02651,1961,19,3634.27,7,12,30881.59,31698.64,2,7,0,3,0.0618,4,0,0,0,0.2306,0
ACC02652,190,187,6123.22,122,65,902717.25,489342.89,81,48,14,64,0.523,22,7,5,1,0.7925,1
ACC02653,56,110,10442.14,64,46,835233.93,572759.27,48,35,17,30,0.3135,19,2,8,1,0.9164,1
ACC02654,3304,35,1039.89,17,18,15083.64,14005.98,11,15,2,0,0.0864,2,0,1,1,0.5333,0
ACC02655,224,116,12105.72,69,47,923986.16,617531.65,69,38,17,46,0.2907,25,3,6,2,0.8921,1
ACC02656,693,101,762.57,53,48,53307.22,46432.88,18,26,1,2,0.0361,1,1,1,0,0.2359,0
ACC02657,2935,43,1460.11,16,27,29046.41,46205.32,5,22,4,0,0.0469,3,0,1,0,0.1982,0
ACC02658,113,725,4474.54,426,299,2203999.46,1477498.43,355,275,19,247,0.164,19,6,5,1,0.8035,1
ACC02659,47,261,16415.03,157,104,3077515.38,1857758.19,123,94,14,111,0.2119,19,7,4,5,0.7403,1
ACC02660,421,30,3933.08,17,13,86318.62,41789.74,11,2,1,2,0.0488,0,0,0,0,0.1507,0
ACC02661,813,45,1675.81,29,16,38055.76,26711.32,15,11,2,3,0.0452,1,0,2,1,0.1121,0
ACC02662,327,88,1253.96,51,37,63729.58,39257.84,26,15,2,0,0.0852,2,0,1,1,0.4171,0
ACC02663,49,196,7666.35,148,48,1169891.13,410013.4,131,17,15,73,0.5292,25,8,6,1,0.9592,1
ACC02664,1398,58,1846.88,25,33,57679.66,45608.22,12,28,3,3,0.02,1,2,0,0,0.1269,0
ACC02665,498,241,10572.07,181,60,1779807.54,578499.0,151,52,15,83,0.3126,26,7,10,2,0.8545,1
ACC02666,983,14,1738.1,6,8,11577.46,17758.96,2,4,1,0,0.0392,0,0,1,1,0.0916,0
ACC02667,423,43,886.81,22,21,20962.67,24102.28,6,12,4,3,0.0532,4,0,0,0,0.2879,0
ACC02668,2522,23,1889.82,14,9,26263.59,17668.14,8,5,5,1,0.0502,2,0,0,0,0.1186,0
ACC02669,1379,23,5329.77,12,11,84368.26,68525.15,5,10,1,4,0.0132,0,2,1,0,0.2715,0
ACC02670,2856,91,2622.27,58,33,157268.48,98133.91,16,10,1,0,0.0476,1,0,4,0,0.1125,0
ACC02671,728,60,4142.21,30,30,121285.43,91167.76,8,20,0,0,0.098,0,0,3,0,0.3638,0
ACC02672,995,81,1605.97,28,53,50025.77,71592.17,20,25,1,4,0.1493,3,1,0,0,0.0253,0
ACC02673,3310,45,1036.19,16,29,16954.53,34981.96,2,19,3,1,0.0571,2,2,1,1,0.189,0
ACC02674,31,336,19514.11,229,107,4382506.95,2381674.96,167,89,18,118,0.5707,25,16,4,4,0.7454,1
ACC02675,514,84,3621.99,44,40,200632.25,155821.06,19,17,2,4,0.0788,1,2,1,0,0.3696,0
ACC02676,794,49,912.53,21,28,22195.51,32349.99,2,13,2,1,0.045,1,0,0,0,0.1993,0
ACC02677,400,279,23837.67,197,82,5306125.22,1854366.49,160,77,19,99,0.2511,26,6,7,4,0.9493,1
ACC02678,992,157,4162.73,90,67,446281.2,277361.3,48,29,2,1,0.0242,0,1,0,0,0.5975,0
ACC02679,520,81,24860.24,44,37,1216690.86,867209.53,26,37,13,29,0.1098,30,3,8,5,0.8087,1
ACC02680,535,108,21520.77,80,28,2111747.11,555529.33,80,23,21,35,0.4312,20,5,7,2,0.6796,1
ACC02681,552,83,1826.58,29,54,48793.65,83932.77,2,27,2,2,0.0984,2,0,2,1,0.1574,0
ACC02682,1195,18,3026.03,7,11,19151.54,28943.65,4,6,2,3,0.0453,2,1,3,1,0.172,0
ACC02683,99,349,21369.36,245,104,5802755.5,2231791.98,208,104,13,145,0.2857,24,9,2,3,0.8972,1
ACC02684,839,39,1212.99,23,16,28026.51,22071.19,8,7,1,4,0.0042,1,0,0,2,0.0632,0
ACC02685,508,66,6884.96,33,33,225803.83,187758.85,25,20,0,2,0.0712,1,0,0,0,0.2493,0
ACC02686,161,255,6706.96,172,83,1034695.85,549710.44,168,59,16,87,0.1882,21,8,1,3,0.848,1
ACC02687,328,72,2002.14,34,38,76364.38,86945.63,16,25,0,3,0.0593,4,0,2,0,0.2903,0
ACC02688,1215,32,1828.75,14,18,31161.81,39472.3,2,10,3,4,0.0247,1,0,2,0,0.5011,0
ACC02689,108,79,18172.71,57,22,924020.12,427824.4,55,20,9,26,0.5066,20,4,5,8,0.9413,1
ACC02690,2009,93,2111.86,60,33,100633.59,86899.83,22,18,3,0,0.0785,1,2,1,1,0.2223,0
ACC02691,762,63,3843.99,32,31,165399.88,91416.27,9,17,3,3,0.0345,3,0,0,1,0.2155,0
ACC02692,551,27,3330.99,10,17,29843.62,62757.72,2,4,3,0,0.0161,3,0,3,0,0.5266,0
ACC02693,1349,21,7014.48,8,13,52153.4,69980.85,2,9,2,2,0.0089,1,0,0,1,0.2597,0
ACC02694,21,160,13870.78,87,73,1288520.82,907379.42,87,63,12,61,0.2459,26,4,3,6,0.5645,1
ACC02695,1113,21,1531.09,9,12,14781.54,23672.35,2,3,0,5,0.0434,4,1,0,0,0.1849,0
ACC02696,70,216,10413.45,144,72,1725246.08,790711.69,119,72,8,92,0.1065,29,9,6,6,0.8816,1
ACC02697,985,50,2536.66,25,25,54503.87,65859.84,11,22,4,3,0.0388,0,0,2,0,0.1404,0
ACC02698,627,33,1735.0,18,15,41174.41,24066.33,6,15,0,1,0.0944,2,0,1,1,0.1944,0
ACC02699,127,232,12182.2,163,69,2112464.59,793590.43,115,42,10,98,0.2167,31,7,3,1,0.8851,1
ACC02700,1308,50,2564.57,25,25,59015.34,72198.93,11,18,4,3,0.0693,3,0,1,0,0.5071,0
ACC02701,1375,53,4252.56,34,19,194557.98,71757.05,9,4,3,2,0.1037,5,0,2,0,0.2893,0
ACC02702,179,120,12303.06,82,38,1027389.98,529172.69,65,38,16,48,0.4232,20,3,2,4,0.7701,1
ACC02703,801,40,1485.29,20,20,22798.08,31144.36,3,6,3,0,0.0319,3,2,1,2,0.1922,0
ACC02704,287,34,4131.05,16,18,68581.25,61393.44,8,7,2,1,0.087,1,3,1,0,0.1077,0
ACC02705,350,26,11437.06,13,13,137487.26,120326.48,4,2,3,1,0.0181,0,0,1,1,0.3851,0
ACC02706,138,329,32535.51,253,76,9510622.59,2898165.09,227,69,13,125,0.3292,16,5,6,1,0.9191,1
ACC02707,94,130,17201.52,79,51,1218190.6,754647.55,79,44,15,39,0.1399,15,3,4,1,0.8925,1
ACC02708,531,34,3242.41,22,12,82532.62,42254.37,3,2,3,1,0.0342,1,0,0,0,0.1753,0
ACC02709,3157,44,2359.29,17,27,35850.07,75440.77,4,19,5,1,0.0513,1,1,0,0,0.4408,0
ACC02710,733,44,4037.47,18,26,66425.79,104740.01,6,9,0,2,0.0842,1,0,0,0,0.2638,0
ACC02711,748,41,3083.06,25,16,75949.19,46375.79,13,14,4,4,0.0859,1,0,2,1,0.3784,0
ACC02712,74,997,34335.06,507,490,18948263.58,14457929.81,434,446,19,405,0.1761,27,2,5,5,0.8639,1
ACC02713,566,110,2660.39,50,60,173150.51,168361.43,20,33,0,4,0.0514,2,0,2,0,0.2238,0
ACC02714,661,88,1169.87,45,43,64614.42,57228.88,16,20,1,4,0.1039,3,1,1,0,0.1828,0
ACC02715,1752,100,1348.59,46,54,74448.06,53458.94,19,30,0,3,0.0987,1,1,0,0,0.0806,0
